model,attempt,temperature,top_p,prompt,results,baseline,score,augmented_prompt
gemini-2.0-flash,39,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML,"A descrição oficial do código NCM 22084000 é: aguardente.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'B CACH SEGREDO DA CHACARA PRATA 900 ML' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: PASSE BEM PUL 12X500 COD 03200
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG UN
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ BEBE GRANADO 250ML REFIL TRAD
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: RX FAC PASSAR POUCH 12X500ML
NCM: 22084000 | Rótulo: aguardente | Produto: B CACH SEGREDO DA CHACARA PRATA 900 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,39,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML,"A descrição oficial do código NCM 22084000 é ""aguardente"".
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'B CACH SEGREDO DA CHACARA PRATA 900 ML' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: PASSE BEM PUL 12X500 COD 03200
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG UN
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ BEBE GRANADO 250ML REFIL TRAD
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: RX FAC PASSAR POUCH 12X500ML
NCM: 22084000 | Rótulo: aguardente | Produto: B CACH SEGREDO DA CHACARA PRATA 900 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,39,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML,"A descrição oficial do código NCM 22084000 é ""aguardente"".
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'B CACH SEGREDO DA CHACARA PRATA 900 ML' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: PASSE BEM PUL 12X500 COD 03200
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG UN
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ BEBE GRANADO 250ML REFIL TRAD
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: RX FAC PASSAR POUCH 12X500ML
NCM: 22084000 | Rótulo: aguardente | Produto: B CACH SEGREDO DA CHACARA PRATA 900 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,39,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML,"A descrição oficial do código NCM 22084000 é ""aguardente"".
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'B CACH SEGREDO DA CHACARA PRATA 900 ML' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: PASSE BEM PUL 12X500 COD 03200
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG UN
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ BEBE GRANADO 250ML REFIL TRAD
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: RX FAC PASSAR POUCH 12X500ML
NCM: 22084000 | Rótulo: aguardente | Produto: B CACH SEGREDO DA CHACARA PRATA 900 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base nas informações fornecidas, a descrição oficial do código NCM 22089000 é ""Uísque"".
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"Com base no contexto fornecido, a descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" (NCM 22089000) é: **Uísque**.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,40,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,"A descrição oficial do código NCM para a mercadoria ""BEB WHISKY CHANCELER 12X1L R3"" é: **Uísque**. (NCM: 22089000)
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,41,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN,"Com base nos dados fornecidos, a descrição oficial do código NCM 96190000 é: Absorventes higiênicos externos.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN 461.9
NCM: 96190000 | Rótulo: Absorventes higiênicos externos | Produto: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,41,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN,"Com base nos dados fornecidos, a descrição oficial do código NCM 96190000 é: Absorventes higiênicos externos.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN 461.9
NCM: 96190000 | Rótulo: Absorventes higiênicos externos | Produto: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
gemini-2.0-flash,41,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN,"Com base nos dados fornecidos, a descrição oficial do código NCM 96190000 é: Absorventes higiênicos externos.
","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN 461.9
NCM: 96190000 | Rótulo: Absorventes higiênicos externos | Produto: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
