model,attempt,temperature,top_p,prompt,results,baseline,score,augmented_prompt
o1-mini-2024-09-12,31,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LOCAO NIVEA POS BARB.PROTECT.100ML 81340 UN0001UN,Não há dados suficientes para responder com segurança.,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LOCAO NIVEA POS BARB.PROTECT.100ML 81340 UN0001UN' é Preparações para barbear (antes, durante ou após), desodorantes (desodorizantes) corporais, preparações para banhos, depilatórios, outros produtos de perfumaria ou de toucador preparados e outras preparações cosméticas, não especificados nem compreendidos   - Preparações para barbear (antes, durante ou após)",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF ACERO CONC TALCO 05LT KLIMP
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. 5LT ACERO CONC. TALCO KLIMP
NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF VOREL 12X500ML PINHO
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. ACERO CONC. TALCO 5LT KLIMP
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL PINHO 5LT



    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LOCAO NIVEA POS BARB.PROTECT.100ML 81340 UN0001UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,32,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP CORPUS ESC P/CAB SENSITIVE HIT COD918,"A descrição oficial do código NCM **96031000** para a mercadoria **CP CORPUS ESC P/CAB SENSITIVE HIT COD918** é:

**""Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes.""**","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CP CORPUS ESC P/CAB SENSITIVE HIT COD918' é Vassouras e escovas, mesmo constituindo partes de máquinas, de aparelhos ou de veículos, vassouras mecânicas de uso manual não motorizadas, pincéis e espanadores; cabeças preparadas para escovas, pincéis e artigos semelhantes; bonecas e rolos para pintura - Escovas de dentes, escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluindo as que sejam partes de aparelhos:  -- Outros",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: VAS. CERDAS RIGIDAS C/CABO REF:9001C BET
NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: VAS. CERDAS RIGIDAS C/CABO REF:9001C BET
NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: SUPORTE TERFIR LIMPATUDO C/ARTICUL BLOCK UN
NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: ESCOVA COPO TORCIDA 4&quot;
NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: REFIL CELESTE MOP FACIL CXA 1 X 30 1UND
NCM: 96031000 | Rótulo: Escovas e pincéis de barba, escovas para cabelos, para cílios ou para unhas e outras escovas de toucador de pessoas, incluídas as que sejam partes de aparelhos, exceto escovas de dentes | Produto: CP CORPUS ESC P/CAB SENSITIVE HIT COD918


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CP CORPUS ESC P/CAB SENSITIVE HIT COD918

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,33,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DETERGENTE 5L ARGUS CONCENTRADO (4 UN),"A descrição oficial do código NCM **34029039** é:

**Limpa-bordas em embalagem de conteúdo igual ou inferior a 25 litros**","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'DETERGENTE 5L ARGUS CONCENTRADO (4 UN)' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.  - Outras Outras",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: REGISTRO DUMPER PARA CHAMINE PRETO
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SAIDA LATERAL 4""
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PERFIL SAIDA VERTICAL 3/4
NCM: 96039000 | Rótulo: vassouras, rodos, cabos e afins | Produto: Mercadorias ""Linha de Montagem""
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE PARA PERFILADO MEDIO CEMAR - 936234
NCM: 34029039 | Rótulo: Limpa-bordas em embalagem de conteúdo igual ou inferior a 25 litros | Produto: DETERGENTE 5L ARGUS CONCENTRADO (4 UN)


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: DETERGENTE 5L ARGUS CONCENTRADO (4 UN)

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,34,1.0,1.0,"Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PROTETOR LABIAL NIVEA ESSENTIAL 1X4,8GR","Com base nas informações fornecidas, não há dados suficientes para fornecer a **descrição oficial** do código NCM **33041000** para o produto **PROTETOR LABIAL NIVEA ESSENTIAL 1X4,8GR**. Recomendo consultar a tabela oficial do NCM ou fontes governamentais para obter a descrição completa e oficial.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PROTETOR LABIAL NIVEA ESSENTIAL 1X4,8GR' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros.   - Produtos de maquiagem para os lábios",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. LIMP. ESP. MARINE 5LT
NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 5LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL EUCALIPTO 5LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: PL DESINF MINUANO *EUCALIPTO*
NCM: 33041000 | Rótulo: Produtos de maquilagem para os lábios | Produto: PROTETOR LABIAL NIVEA ESSENTIAL 1X4,8GR


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PROTETOR LABIAL NIVEA ESSENTIAL 1X4,8GR

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,35,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LA RIVE KIT CASH MASC 75ML  DESOD150ML,"Não há dados suficientes no contexto para fornecer a descrição oficial do código NCM para a mercadoria ""LA RIVE KIT CASH MASC 75ML DESOD150ML"".",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LA RIVE KIT CASH MASC 75ML  DESOD150ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC.TODDY TRAD.SACHE 700G 12X1
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC TODDY TRAD 400G CX / 24
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC TODDY REFOR. PROM L400 P350G 24X1 CX0024UN
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOCOLATADO TODDY 800G ECONOMICO (12 UN)
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: NESCAU 3.0 ACT GO ACHOCOL PO 30X380 COD 12318444
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: LA RIVE KIT CASH MASC 75ML  DESOD150ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LA RIVE KIT CASH MASC 75ML  DESOD150ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,36,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL HIG FS QUALILUX N. C/30M L16P15,"A descrição oficial do código NCM para a mercadoria ""PAPEL HIG FS QUALILUX N. C/30M L16P15"" é **""Papel higiênico - folha simples""**.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'PAPEL HIG FS QUALILUX N. C/30M L16P15' é Papel higiênico e papéis semelhantes, pasta (ouate) de celulose ou mantas de fibras de celulose, dos tipos utilizados para fins domésticos ou sanitários, em rolos de largura não superior a 36 cm, ou cortados em formas próprias; lenços, incluindo os de des   - Papel higiênico",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PFL ELETR.LISA S/TPA 300X050 BE-001 #20.
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PFL ELETR.LISA S/TPA 150X100 22.
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PFL ELETR.LISA S/TPA 300X050 BE-001 18.
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PFL ELETR.LISA S/TPA 100X050 22.
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: PFL ELETR.LISA S/TPA 100X050 ESTRUTURAL 24.
NCM: 48181000 | Rótulo: Papel higiênico - folha simples | Produto: PAPEL HIG FS QUALILUX N. C/30M L16P15


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: PAPEL HIG FS QUALILUX N. C/30M L16P15

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,37,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP VEJA VIDREX CRISTAL REFIL 500ML CX/0012/UN,"A descrição oficial do código NCM **34022000** para a mercadoria **LIMP VEJA VIDREX CRISTAL REFIL 500ML CX/0012/UN** é:

**""Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg.""**","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMP VEJA VIDREX CRISTAL REFIL 500ML CX/0012/UN' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF PINHO BRIL FRUTAS CITRICAS 500ML CX/0012/UN
NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF PINHO TROP LAVANDA E LIRIO 500ML CX/0012/UN
NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF PINHO BRIL BRISA DO MAR 500ML CX/0012/UN
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF PINHO BRIL 500ML FRUTAS CITRICAS CX-12-UN
NCM: 38084010 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF PINHO BRIL LAVANDA 500ML CX/0012/UN
NCM: 34022000 | Rótulo: Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg | Produto: LIMP VEJA VIDREX CRISTAL REFIL 500ML CX/0012/UN


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMP VEJA VIDREX CRISTAL REFIL 500ML CX/0012/UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,38,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INSET.EL.REF.RAID PROT.45N,"A descrição oficial do código NCM **38089119** é:

**Inseticidas, rodenticidas, fungicidas, raticidas, repelentes e outros produtos semelhantes, apresentados em formas ou embalagens exclusivamente para uso domissanitário direto.**","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'INSET.EL.REF.RAID PROT.45N' é Inseticidas, rodenticidas, fungicidas, herbicidas, inibidores de germinação e reguladores de crescimento para plantas, desinfetantes e produtos semelhantes, apresentados em formas ou embalagens para venda a retalho ou como preparações ou ainda sob a forma - Outros: -- Inseticidas Outros",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. 5LT SC OFFICER EUCALIPTO 1:200
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. ACERO CONC. TALCO 5LT KLIMP
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. 5LT ACERO CONC. TALCO KLIMP
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. LIMP. ESP. MARINE 5LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. LIMP. ESP. STARLIM 5LT
NCM: 38089119 | Rótulo: inseticidas, rodenticidas, fungicidas, raticidas, repelentes e outros produtos semelhantes, apresentados em formas ou embalagens exclusivamente para uso domissanitário direto | Produto: INSET.EL.REF.RAID PROT.45N


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: INSET.EL.REF.RAID PROT.45N

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,39,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML,Não há dados suficientes para responder com segurança.,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'B CACH SEGREDO DA CHACARA PRATA 900 ML' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.   - Rum e outras aguardentes provenientes da destilação, após fermentação, de produtos da cana-de-açúcar",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: PASSE BEM PUL 12X500 COD 03200
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: MISTURA P/BISCOITO DE QUEIJO AMAFIL 1KG UN
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ BEBE GRANADO 250ML REFIL TRAD
NCM: 35051000 | Rótulo: facilitadores e goma para passar roupa | Produto: RX FAC PASSAR POUCH 12X500ML
NCM: 22084000 | Rótulo: aguardente | Produto: B CACH SEGREDO DA CHACARA PRATA 900 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: B CACH SEGREDO DA CHACARA PRATA 900 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,40,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3,A descrição oficial do código NCM **22089000** é **Uísque**.,"A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BEB WHISKY CHANCELER 12X1L R3' é Álcool etílico não desnaturado, com um teor alcoólico, em volume, inferior a 80 % vol; aguardentes, licores e outras bebidas espirituosas.  - Uísques Com um teor alcoólico, em volume, superior a 50 % vol, em recipientes de capacidade superior ou igual a 50 l",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #*SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: #SAB.LIQ.GRANADO 250ML BEBE ER
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: SABT. LIQ. GRANADO BEBE 250ML 1X1
NCM: 34012010 | Rótulo: Sabões de toucador sob outras formas | Produto: CP SAB LIQ TRICOFACIL 2LT PERF BEBE
NCM: 22089000 | Rótulo: Uísque | Produto: BEB WHISKY CHANCELER 12X1L R3


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BEB WHISKY CHANCELER 12X1L R3

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,41,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN,"A descrição oficial do código NCM **96190000** é **""Absorventes higiênicos externos""**.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN' é Absorventes e tampões higiênicos, cueiros e fraldas para bebês e artigos higiênicos semelhantes, de qualquer matéria.",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BLUSH COMP
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN RF
NCM: 33049100 | Rótulo: Pós, incluídos os compactos, para maquilagem | Produto: AD BASE COMP DOUB FIN 461.9
NCM: 96190000 | Rótulo: Absorventes higiênicos externos | Produto: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: ABS.ALWAYS PROT.DIARIOS S/PERFUME 40UN

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,42,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMPA FORNO EASY-OF 250 ML,"A descrição oficial do código NCM para a mercadoria **""LIMPA FORNO EASY-OF 250 ML""** é:

**34022000** – *Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg.*","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'LIMPA FORNO EASY-OF 250 ML' é Agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluindo as preparações auxiliares para lavagem) e preparações para limpeza, mesmo que contenham sabão, exceto as da posição 34.01.   - Preparações acondicionadas para venda a retalho",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 0 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOCOLATADO MAGICO SACHET 200G
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC TODDY TRAD 400G CX / 24
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOCOLATADO SEM ACUCAR 125G SWISS MISS
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC. PO LINEA ZERO CXA 1 X 12 360G
NCM: 18069000 | Rótulo: Achocolatados em pó, em embalagens de conteúdo inferior ou igual a 1 kg, exceto os classificados no CEST 17.006.02 | Produto: ACHOC TODDY REFOR. PROM L400 P350G 24X1 CX0024UN
NCM: 34022000 | Rótulo: Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg | Produto: LIMPA FORNO EASY-OF 250 ML
NCM: 34022000 | Rótulo: Outros agentes orgânicos de superfície (exceto sabões); preparações tensoativas, preparações para lavagem (incluídas as preparações auxiliares para lavagem) e preparações para limpeza (inclusive multiuso e limpadores), mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00; em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg | Produto: LIMPA FORNO EASY-OF 250 ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: LIMPA FORNO EASY-OF 250 ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
o1-mini-2024-09-12,43,1.0,1.0,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CIF CREMOSO LIMP PROF LIMAO 12X250 COD 955309,"A descrição oficial do código NCM **34054000** é:

**""Pasta, pós, saponáceos e outras preparações para limpar, desengordar e polir.""**","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'CIF CREMOSO LIMP PROF LIMAO 12X250 COD 955309' é Pomadas e cremes para calçados, encáusticas, preparações para dar brilho a pinturas de carroçarias, vidros ou metais, pastas e pós para arear e preparações semelhantes (mesmo apresentados em papel, pastas (ouates), feltros, falsos tecidos, plásticos ou bo   - Pastas, pós e outras preparações para arear",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE CEMAR SUSP. P/CABO A 150X50 938347
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE CEMAR SUSP. P/CABO A 100X50 938344
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE CEMAR SUSP. P/CABO A 100X100 938346
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE CEMAR SUSP. P/CABO A 100X100 938346
NCM: 73089010 | Rótulo: Barras próprias para construções, exceto os vergalhões. | Produto: SUPORTE CEMAR SUSP. P/CABO A 150X100 938349
NCM: 34054000 | Rótulo: pastas, pós, saponáceos e outras preparações para arear | Produto: CIF CREMOSO LIMP PROF LIMAO 12X250 COD 955309


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: CIF CREMOSO LIMP PROF LIMAO 12X250 COD 955309

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
