model,attempt,temperature,top_p,prompt,results,baseline,score,augmented_prompt
deepseek-chat,22,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM para a mercadoria ""AB KING EDT 100ML VP+A/B 100ML"" é **""Águas-de-colônia""**, conforme o código NCM **33030020** presente no contexto fornecido.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM para a mercadoria ""AB KING EDT 100ML VP+A/B 100ML"" é **""Águas-de-colônia""**, conforme o código NCM **33030020** presente no contexto fornecido.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM 33030020, que corresponde à mercadoria ""AB KING EDT 100ML VP+A/B 100ML"", é **""Águas-de-colônia""**. 

Portanto, a descrição oficial do código NCM para essa mercadoria é **Águas-de-colônia**.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM 33030020, que corresponde à mercadoria ""AB KING EDT 100ML VP+A/B 100ML"", é **""Águas-de-colônia""**. 

Portanto, a descrição oficial do código NCM para essa mercadoria é **Águas-de-colônia**.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM para a mercadoria ""AB KING EDT 100ML VP+A/B 100ML"" é **""Águas-de-colônia""**, conforme o código NCM **33030020** indicado no contexto fornecido.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM 33030020, que corresponde ao produto ""AB KING EDT 100ML VP+A/B 100ML"", é **""Águas-de-colônia""**. 

Portanto, a mercadoria em questão é classificada como uma água-de-colônia.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM para a mercadoria ""AB KING EDT 100ML VP+A/B 100ML"" é **""Águas-de-colônia""**, conforme o código NCM **33030020** presente no contexto fornecido.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.9,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM 33030020, que corresponde à mercadoria ""AB KING EDT 100ML VP+A/B 100ML"", é **""Águas-de-colônia""**. 

Portanto, a descrição oficial do código NCM para essa mercadoria é **Águas-de-colônia**.",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,22,1.9,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML,"A descrição oficial do código NCM 33030020, que corresponde ao produto ""AB KING EDT 100ML VP+A/B 100ML"", é ""Águas-de-colônia"".",A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'AB KING EDT 100ML VP+A/B 100ML' é Perfumes e águas-de-colônia. Águas-de-colônia,,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT 100ML VP + A/B 100ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMAC M BIJOU CONCENTRADO CLASSICO 500ML CX/12
NCM: 22084000 | Rótulo: aguardente | Produto: B AGUAR CHORA RITA 1X600ML
NCM: 38099190 | Rótulo: Amaciante/suavizante | Produto: AMACIANTE DOWNY 500ML CONC PASSI PR
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING ABS EDT (100ML VP + A/B 75ML)
NCM: 33030020 | Rótulo: Águas-de-colônia | Produto: AB KING EDT 100ML VP+A/B 100ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: AB KING EDT 100ML VP+A/B 100ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,0.1,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910, que corresponde ao produto ""BIOSOURCE EAU MICELL TTP FL200ML"", é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Portanto, a descrição oficial do NCM 33049910 é **""Cremes de beleza, cremes nutritivos e loções tônicas""**.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,0.1,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910, que corresponde à mercadoria ""BIOSOURCE EAU MICELL TTP FL200ML"", é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Essa informação está diretamente relacionada ao contexto fornecido.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,0.1,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910, que corresponde ao produto ""BIOSOURCE EAU MICELL TTP FL200ML"", é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Portanto, a mercadoria em questão é classificada como um produto de cuidados pessoais, especificamente na categoria de loções tônicas.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,1.0,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910 para a mercadoria ""BIOSOURCE EAU MICELL TTP FL200ML"" é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Essa informação está presente no contexto fornecido.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,1.0,0.5,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910 para a mercadoria ""BIOSOURCE EAU MICELL TTP FL200ML"" é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Essa informação está presente no contexto fornecido.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,1.0,0.9,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910 para a mercadoria ""BIOSOURCE EAU MICELL TTP FL200ML"" é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Essa informação está presente no contexto fornecido.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
deepseek-chat,23,1.9,0.1,Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML,"A descrição oficial do código NCM 33049910 para a mercadoria ""BIOSOURCE EAU MICELL TTP FL200ML"" é: **""Cremes de beleza, cremes nutritivos e loções tônicas""**. 

Essa informação está presente no contexto fornecido.","A descrição correta de acordo com a Nomenclatura Comum do Mercusul para 'BIOSOURCE EAU MICELL TTP FL200ML' é Produtos de beleza ou de maquiagem preparados e preparações para conservação ou cuidados da pele (exceto medicamentos), incluindo as preparações anti-solares e os bronzeadores; preparações para manicuros e pedicuros. - Outros: -- Outros Cremes de beleza e cremes nutritivos; loções tônicas",,"
    Você é um assistente especializado em responder de forma objetiva e clara às perguntas com base em informações relevantes extraídas de uma base de conhecimento. 

    Contexto relevante recuperado:

    NCM: 38089429 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: LIMPADOR PERF SENSUAL 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF. VOREL LAVANDA - FR 500ML
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38070000 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF BATUTA EUCALIPTO 2LT
NCM: 38089419 | Rótulo: desinfetantes apresentados em quaisquer formas ou embalagens | Produto: DESINF MINUANO PINHO 500ML
NCM: 33049910 | Rótulo: Cremes de beleza, cremes nutritivos e loções tônicas | Produto: BIOSOURCE EAU MICELL TTP FL200ML


    Pergunta:
    Qual a descrição oficial do código NCM para a mercadoria com a seguinte descrição: BIOSOURCE EAU MICELL TTP FL200ML

    Se o contexto não contiver informações suficientes, indique que não há dados suficientes para responder com segurança.
    "
